Date,NET_SENTIMENT,UNCERTAINTY_MODAL,REGULATORY_PRESSURE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE
2017-03-01,0.0,0.0,0.0,5.0,5.0,5.0
2017-03-05,0.0,0.0,0.0,5.0,5.0,5.0
2017-03-10,0.0,1.0,0.0,5.0,7.0,5.0
2017-03-16,-1.0,0.0,0.0,3.25,5.0,5.0
2017-03-20,0.0,0.0,0.0,5.0,5.0,5.0
2017-03-22,0.0,0.0,0.0,5.0,5.0,5.0
2017-03-25,0.0,0.0,0.0,5.0,5.0,5.0
2017-03-30,-1.0,1.0,0.0,3.25,7.0,5.0
2017-04-04,0.0,0.0,0.0,5.0,5.0,5.0
2017-04-06,0.0,0.0,0.0,5.0,5.0,5.0
2017-04-07,0.0,2.0,0.0,5.0,8.0,5.0
2017-04-08,0.0,0.0,0.0,5.0,5.0,5.0
2017-04-11,-1.0,1.0,0.0,3.25,7.0,5.0
2017-04-13,0.0,0.0,0.0,5.0,5.0,5.0
2017-04-19,0.0,0.0,0.0,5.0,5.0,5.0
2017-04-23,0.0,0.0,0.0,5.0,5.0,5.0
2017-05-11,0.0,0.0,0.0,5.0,5.0,5.0
2017-05-15,-1.0,0.0,0.0,3.25,5.0,5.0
2017-05-18,0.0,0.0,0.0,5.0,5.0,5.0
2017-05-24,-2.0,0.0,0.0,2.5,5.0,5.0
2017-05-25,0.0,0.0,0.0,5.0,5.0,5.0
2017-05-26,0.0,0.0,0.0,5.0,5.0,5.0
2017-05-27,-1.0,0.0,0.0,3.25,5.0,5.0
2017-06-10,-1.0,0.0,0.0,3.25,5.0,5.0
2017-06-18,0.0,1.0,0.0,5.0,7.0,5.0
2017-06-19,-1.0,0.0,2.0,3.25,5.0,10.0
2017-06-20,0.0,2.0,0.0,5.0,8.0,5.0
2017-06-22,0.0,0.0,0.0,5.0,5.0,5.0
2017-06-23,0.0,0.0,0.0,5.0,5.0,5.0
2017-06-24,-1.0,0.0,0.0,3.25,5.0,5.0
2017-07-06,0.0,0.0,0.0,5.0,5.0,5.0
2017-07-08,0.0,0.0,0.0,5.0,5.0,5.0
2017-07-14,0.0,0.0,0.0,5.0,5.0,5.0
2017-07-23,0.0,0.0,0.0,5.0,5.0,5.0
2017-07-24,0.0,0.0,0.0,5.0,5.0,5.0
2017-07-25,0.0,0.0,0.0,5.0,5.0,5.0
2017-07-30,0.0,0.0,0.0,5.0,5.0,5.0
2017-08-03,-1.0,1.0,0.0,3.25,7.0,5.0
2017-08-04,0.0,0.0,0.0,5.0,5.0,5.0
2017-08-07,0.0,0.0,0.0,5.0,5.0,5.0
2017-08-11,0.0,0.0,0.0,5.0,5.0,5.0
2017-08-13,-1.0,0.0,0.0,3.25,5.0,5.0
2017-08-17,0.0,0.0,0.0,5.0,5.0,5.0
2017-08-18,0.0,0.0,0.0,5.0,5.0,5.0
2017-08-26,0.0,0.0,0.0,5.0,5.0,5.0
2017-09-03,0.0,0.0,0.0,5.0,5.0,5.0
2017-09-06,0.0,0.0,0.0,5.0,5.0,5.0
2017-09-08,0.0,1.0,0.0,5.0,7.0,5.0
2017-09-09,0.0,0.0,0.0,5.0,5.0,5.0
2017-09-13,-2.0,0.0,1.0,2.5,5.0,8.0
2017-09-17,0.0,0.0,0.0,5.0,5.0,5.0
2017-09-19,0.0,0.0,0.0,5.0,5.0,5.0
2017-09-20,0.0,0.0,0.0,5.0,5.0,5.0
2017-09-21,0.0,0.0,0.0,5.0,5.0,5.0
2017-09-22,0.0,1.0,0.0,5.0,7.0,5.0
2017-09-23,0.0,0.0,0.0,5.0,5.0,5.0
2017-09-24,0.0,0.0,0.0,5.0,5.0,5.0
2017-09-25,-1.0,0.0,0.0,3.25,5.0,5.0
2017-09-26,-1.0,0.0,1.0,3.25,5.0,8.0
2017-09-29,0.0,0.0,0.0,5.0,5.0,5.0
2017-09-30,0.0,0.0,0.0,5.0,5.0,5.0
2017-10-02,0.0,0.0,0.0,5.0,5.0,5.0
2017-10-03,0.0,0.0,0.0,5.0,5.0,5.0
2017-10-04,-3.0,0.0,1.0,1.75,5.0,8.0
2017-10-06,0.0,0.0,0.0,5.0,5.0,5.0
2017-10-24,0.0,0.0,0.0,5.0,5.0,5.0
2017-10-26,0.0,1.0,0.0,5.0,7.0,5.0
2017-10-28,0.0,0.0,0.0,5.0,5.0,5.0
2017-10-30,0.0,1.0,0.0,5.0,7.0,5.0
2017-11-08,0.0,0.0,0.0,5.0,5.0,5.0
2017-11-14,0.0,0.0,0.0,5.0,5.0,5.0
2017-11-18,0.0,0.0,0.0,5.0,5.0,5.0
2017-11-19,0.0,0.0,0.0,5.0,5.0,5.0
2017-11-21,0.0,0.0,0.0,5.0,5.0,5.0
2017-11-24,0.0,0.0,0.0,5.0,5.0,5.0
2017-11-25,0.0,1.0,0.0,5.0,7.0,5.0
2017-12-01,0.0,0.0,0.0,5.0,5.0,5.0
2017-12-03,0.0,0.0,0.0,5.0,5.0,5.0
2017-12-04,0.0,0.0,0.0,5.0,5.0,5.0
2017-12-07,0.0,0.0,0.0,5.0,5.0,5.0
2017-12-09,0.0,0.0,0.0,5.0,5.0,5.0
2017-12-10,0.0,0.0,0.0,5.0,5.0,5.0
2017-12-17,0.0,0.0,0.0,5.0,5.0,5.0
2017-12-22,0.0,0.0,0.0,5.0,5.0,5.0
2017-12-26,0.0,0.0,0.0,5.0,5.0,5.0
2017-12-28,0.0,0.0,0.0,5.0,5.0,5.0
2018-01-06,0.0,0.0,0.0,5.0,5.0,5.0
2018-01-10,0.0,0.0,0.0,5.0,5.0,5.0
2018-01-12,0.0,0.0,0.0,5.0,5.0,5.0
2018-01-19,0.0,0.0,0.0,5.0,5.0,5.0
2018-01-26,0.0,0.0,0.0,5.0,5.0,5.0
2018-01-27,0.0,0.0,0.0,5.0,5.0,5.0
2018-01-28,-2.0,0.0,0.0,2.5,5.0,5.0
2018-02-07,0.0,0.0,0.0,5.0,5.0,5.0
2018-02-14,0.0,2.0,0.0,5.0,8.0,5.0
2018-02-21,0.0,0.0,0.0,5.0,5.0,5.0
2018-02-25,-1.0,0.0,0.0,3.25,5.0,5.0
2018-02-28,0.0,0.0,0.0,5.0,5.0,5.0
2018-03-04,0.0,0.0,0.0,5.0,5.0,5.0
2018-03-08,0.0,0.0,0.0,5.0,5.0,5.0
2018-03-10,0.0,0.0,0.0,5.0,5.0,5.0
2018-03-17,0.0,0.0,0.0,5.0,5.0,5.0
2018-03-18,0.0,0.0,0.0,5.0,5.0,5.0
2018-03-24,0.0,0.0,0.0,5.0,5.0,5.0
2018-03-25,0.0,0.0,0.0,5.0,5.0,5.0
2018-03-26,0.0,0.0,0.0,5.0,5.0,5.0
2018-03-31,0.0,0.0,0.0,5.0,5.0,5.0
2018-04-01,0.0,0.0,0.0,5.0,5.0,5.0
2018-04-02,0.0,1.0,0.0,5.0,7.0,5.0
2018-04-03,0.0,0.0,0.0,5.0,5.0,5.0
2018-04-07,0.0,0.0,0.0,5.0,5.0,5.0
2018-04-09,0.0,0.0,0.0,5.0,5.0,5.0
2018-04-10,0.0,0.0,0.0,5.0,5.0,5.0
2018-04-11,0.0,0.0,0.0,5.0,5.0,5.0
2018-04-12,0.0,0.0,0.0,5.0,5.0,5.0
2018-04-14,0.0,0.0,0.0,5.0,5.0,5.0
2018-04-22,0.0,1.0,0.0,5.0,7.0,5.0
2018-04-27,0.0,0.0,0.0,5.0,5.0,5.0
2018-04-30,0.0,0.0,0.0,5.0,5.0,5.0
2018-05-03,0.0,1.0,0.0,5.0,7.0,5.0
2018-05-07,0.0,0.0,0.0,5.0,5.0,5.0
2018-05-10,0.0,2.0,0.0,5.0,8.0,5.0
2018-05-11,0.0,0.0,1.0,5.0,5.0,8.0
2018-05-13,0.0,0.0,0.0,5.0,5.0,5.0
2018-05-15,0.0,0.0,0.0,5.0,5.0,5.0
2018-05-17,0.0,0.0,0.0,5.0,5.0,5.0
2018-05-18,0.0,0.0,0.0,5.0,5.0,5.0
2018-05-25,-1.0,0.0,0.0,3.25,5.0,5.0
2018-05-31,0.0,0.0,0.0,5.0,5.0,5.0
2018-06-07,0.0,0.0,0.0,5.0,5.0,5.0
2018-06-15,0.0,0.0,0.0,5.0,5.0,5.0
2018-06-16,0.0,0.0,0.0,5.0,5.0,5.0
2018-06-19,0.0,0.0,0.0,5.0,5.0,5.0
2018-06-20,0.0,1.0,0.0,5.0,7.0,5.0
2018-06-27,0.0,0.0,0.0,5.0,5.0,5.0
2018-07-06,0.0,1.0,0.0,5.0,7.0,5.0
2018-07-08,0.0,0.0,0.0,5.0,5.0,5.0
2018-07-12,0.0,0.0,0.0,5.0,5.0,5.0
2018-07-19,0.0,1.0,0.0,5.0,7.0,5.0
2018-07-20,0.0,0.0,0.0,5.0,5.0,5.0
2018-07-22,0.0,0.0,0.0,5.0,5.0,5.0
2018-07-26,0.0,0.0,0.0,5.0,5.0,5.0
2018-07-28,0.0,0.0,0.0,5.0,5.0,5.0
2018-08-01,0.0,0.0,0.0,5.0,5.0,5.0
2018-08-11,0.0,0.0,0.0,5.0,5.0,5.0
2018-08-14,0.0,0.0,0.0,5.0,5.0,5.0
2018-08-19,0.0,0.0,0.0,5.0,5.0,5.0
2018-09-08,0.0,0.0,0.0,5.0,5.0,5.0
2018-09-10,0.0,0.0,0.0,5.0,5.0,5.0
2018-09-13,0.0,1.0,0.0,5.0,7.0,5.0
2018-09-14,0.0,0.0,0.0,5.0,5.0,5.0
2018-09-15,0.0,0.0,0.0,5.0,5.0,5.0
2018-09-16,0.0,1.0,0.0,5.0,7.0,5.0
2018-09-18,-1.0,0.0,0.0,3.25,5.0,5.0
2018-09-19,-1.0,1.0,0.0,3.25,7.0,5.0
2018-09-20,0.0,0.0,0.0,5.0,5.0,5.0
2018-09-21,0.0,0.0,1.0,5.0,5.0,8.0
2018-09-28,0.0,0.0,0.0,5.0,5.0,5.0
2018-10-04,-1.0,0.0,0.0,3.25,5.0,5.0
2018-10-05,-3.0,0.0,0.0,1.75,5.0,5.0
2018-10-13,0.0,0.0,0.0,5.0,5.0,5.0
2018-10-28,0.0,0.0,0.0,5.0,5.0,5.0
2018-10-29,0.0,0.0,0.0,5.0,5.0,5.0
2018-11-05,0.0,1.0,0.0,5.0,7.0,5.0
2018-11-17,0.0,0.0,0.0,5.0,5.0,5.0
2018-11-18,0.0,0.0,0.0,5.0,5.0,5.0
2018-11-19,0.0,0.0,0.0,5.0,5.0,5.0
2018-11-21,0.0,0.0,0.0,5.0,5.0,5.0
2018-12-01,0.0,0.0,0.0,5.0,5.0,5.0
2018-12-02,0.0,0.0,0.0,5.0,5.0,5.0
2018-12-05,-1.0,1.0,0.0,3.25,7.0,5.0
2018-12-06,-1.0,0.0,0.0,3.25,5.0,5.0
2018-12-07,-1.0,0.0,1.0,3.25,5.0,8.0
2018-12-09,0.0,0.0,0.0,5.0,5.0,5.0
2018-12-15,0.0,0.0,0.0,5.0,5.0,5.0
2018-12-21,0.0,1.0,0.0,5.0,7.0,5.0
2018-12-26,0.0,0.0,0.0,5.0,5.0,5.0
2018-12-29,0.0,0.0,0.0,5.0,5.0,5.0
2018-12-31,-2.0,0.0,0.0,2.5,5.0,5.0
2019-01-01,0.0,0.0,0.0,5.0,5.0,5.0
2019-01-11,0.0,0.0,0.0,5.0,5.0,5.0
2019-01-15,0.0,0.0,0.0,5.0,5.0,5.0
2019-01-16,0.0,2.0,0.0,5.0,8.0,5.0
2019-01-20,0.0,0.0,0.0,5.0,5.0,5.0
2019-01-26,0.0,0.0,0.0,5.0,5.0,5.0
2019-01-27,0.0,0.0,0.0,5.0,5.0,5.0
2019-01-28,0.0,0.0,0.0,5.0,5.0,5.0
2019-02-08,0.0,0.0,0.0,5.0,5.0,5.0
2019-02-09,-2.0,0.0,2.0,2.5,5.0,10.0
2019-02-10,0.0,0.0,0.0,5.0,5.0,5.0
2019-02-13,0.0,0.0,0.0,5.0,5.0,5.0
2019-02-19,0.0,0.0,0.0,5.0,5.0,5.0
2019-02-23,0.0,0.0,0.0,5.0,5.0,5.0
2019-02-24,0.0,0.0,0.0,5.0,5.0,5.0
2019-02-27,0.0,0.0,0.0,5.0,5.0,5.0
2019-03-08,0.0,0.0,0.0,5.0,5.0,5.0
2019-03-10,0.0,0.0,0.0,5.0,5.0,5.0
2019-03-12,0.0,0.0,0.0,5.0,5.0,5.0
2019-03-18,0.0,0.0,0.0,5.0,5.0,5.0
2019-03-20,-2.0,0.0,0.0,2.5,5.0,5.0
2019-03-28,0.0,0.0,0.0,5.0,5.0,5.0
2019-04-04,0.0,0.0,0.0,5.0,5.0,5.0
2019-04-05,0.0,0.0,0.0,5.0,5.0,5.0
2019-04-06,0.0,1.0,0.0,5.0,7.0,5.0
2019-04-14,0.0,1.0,0.0,5.0,7.0,5.0
2019-04-19,0.0,0.0,0.0,5.0,5.0,5.0
2019-04-21,0.0,1.0,0.0,5.0,7.0,5.0
2019-04-24,0.0,0.0,0.0,5.0,5.0,5.0
2019-04-25,-1.0,0.0,0.0,3.25,5.0,5.0
2019-04-28,0.0,0.0,0.0,5.0,5.0,5.0
2019-05-09,0.0,0.0,0.0,5.0,5.0,5.0
2019-05-11,0.0,0.0,0.0,5.0,5.0,5.0
2019-05-17,0.0,0.0,0.0,5.0,5.0,5.0
2019-05-24,-1.0,1.0,0.0,3.25,7.0,5.0
2019-05-25,0.0,0.0,0.0,5.0,5.0,5.0
2019-05-28,0.0,0.0,0.0,5.0,5.0,5.0
2019-05-29,0.0,0.0,0.0,5.0,5.0,5.0
2019-05-30,0.0,1.0,0.0,5.0,7.0,5.0
2019-06-01,0.0,0.0,0.0,5.0,5.0,5.0
2019-06-02,0.0,0.0,0.0,5.0,5.0,5.0
2019-06-09,0.0,0.0,0.0,5.0,5.0,5.0
2019-06-14,0.0,0.0,0.0,5.0,5.0,5.0
2019-06-16,0.0,3.0,0.0,5.0,9.0,5.0
2019-06-28,0.0,0.0,0.0,5.0,5.0,5.0
2019-06-30,0.0,1.0,0.0,5.0,7.0,5.0
2019-07-04,-1.0,0.0,0.0,3.25,5.0,5.0
2019-07-06,0.0,0.0,0.0,5.0,5.0,5.0
2019-07-07,0.0,0.0,0.0,5.0,5.0,5.0
2019-07-12,0.0,0.0,0.0,5.0,5.0,5.0
2019-07-16,0.0,0.0,0.0,5.0,5.0,5.0
2019-07-17,0.0,0.0,0.0,5.0,5.0,5.0
2019-07-18,-1.0,0.0,0.0,3.25,5.0,5.0
2019-07-21,0.0,0.0,0.0,5.0,5.0,5.0
2019-07-23,0.0,0.0,0.0,5.0,5.0,5.0
2019-07-25,0.0,0.0,0.0,5.0,5.0,5.0
2019-07-26,0.0,0.0,0.0,5.0,5.0,5.0
2019-07-27,0.0,0.0,0.0,5.0,5.0,5.0
2019-07-28,0.0,0.0,0.0,5.0,5.0,5.0
2019-08-04,0.0,0.0,0.0,5.0,5.0,5.0
2019-08-07,0.0,0.0,0.0,5.0,5.0,5.0
2019-08-10,0.0,0.0,0.0,5.0,5.0,5.0
2019-08-11,0.0,0.0,0.0,5.0,5.0,5.0
2019-08-12,-2.0,1.0,0.0,2.5,7.0,5.0
2019-08-21,0.0,0.0,0.0,5.0,5.0,5.0
2019-08-24,0.0,0.0,0.0,5.0,5.0,5.0
2019-08-25,0.0,0.0,0.0,5.0,5.0,5.0
2019-09-01,0.0,0.0,0.0,5.0,5.0,5.0
2019-09-04,-1.0,0.0,0.0,3.25,5.0,5.0
2019-09-06,0.0,0.0,0.0,5.0,5.0,5.0
2019-09-08,0.0,0.0,0.0,5.0,5.0,5.0
2019-09-11,0.0,0.0,0.0,5.0,5.0,5.0
2019-09-12,0.0,0.0,0.0,5.0,5.0,5.0
2019-09-14,0.0,0.0,0.0,5.0,5.0,5.0
2019-09-15,0.0,0.0,0.0,5.0,5.0,5.0
2019-09-22,0.0,0.0,0.0,5.0,5.0,5.0
2019-09-23,0.0,0.0,0.0,5.0,5.0,5.0
2019-09-29,0.0,0.0,0.0,5.0,5.0,5.0
2019-10-03,0.0,0.0,0.0,5.0,5.0,5.0
2019-10-06,-1.0,1.0,0.0,3.25,7.0,5.0
2019-10-09,0.0,0.0,0.0,5.0,5.0,5.0
2019-10-13,0.0,0.0,0.0,5.0,5.0,5.0
2019-10-14,0.0,0.0,0.0,5.0,5.0,5.0
2019-10-15,0.0,0.0,0.0,5.0,5.0,5.0
2019-10-16,0.0,2.0,1.0,5.0,8.0,8.0
2019-10-21,0.0,0.0,0.0,5.0,5.0,5.0
2019-10-26,0.0,0.0,0.0,5.0,5.0,5.0
2019-10-27,0.0,0.0,0.0,5.0,5.0,5.0
2019-10-30,0.0,0.0,0.0,5.0,5.0,5.0
2019-11-02,0.0,0.0,0.0,5.0,5.0,5.0
2019-11-03,0.0,0.0,0.0,5.0,5.0,5.0
2019-11-07,0.0,0.0,0.0,5.0,5.0,5.0
2019-11-10,0.0,0.0,0.0,5.0,5.0,5.0
2019-11-11,0.0,0.0,0.0,5.0,5.0,5.0
2019-11-12,0.0,0.0,0.0,5.0,5.0,5.0
2019-11-17,0.0,0.0,0.0,5.0,5.0,5.0
2019-11-20,-1.0,0.0,0.0,3.25,5.0,5.0
2019-11-22,-1.0,0.0,0.0,3.25,5.0,5.0
2019-11-23,0.0,0.0,0.0,5.0,5.0,5.0
2019-11-24,-1.0,0.0,0.0,3.25,5.0,5.0
2019-11-27,0.0,0.0,0.0,5.0,5.0,5.0
2019-11-30,0.0,0.0,0.0,5.0,5.0,5.0
2019-12-01,0.0,0.0,0.0,5.0,5.0,5.0
2019-12-02,0.0,1.0,0.0,5.0,7.0,5.0
2019-12-03,0.0,0.0,0.0,5.0,5.0,5.0
2019-12-06,0.0,0.0,0.0,5.0,5.0,5.0
2019-12-07,0.0,0.0,0.0,5.0,5.0,5.0
2019-12-08,0.0,0.0,0.0,5.0,5.0,5.0
2019-12-10,0.0,0.0,0.0,5.0,5.0,5.0
2019-12-13,0.0,0.0,0.0,5.0,5.0,5.0
2019-12-15,0.0,0.0,0.0,5.0,5.0,5.0
2019-12-17,0.0,0.0,0.0,5.0,5.0,5.0
2019-12-18,-1.0,0.0,0.0,3.25,5.0,5.0
2019-12-25,0.0,0.0,0.0,5.0,5.0,5.0
2019-12-27,0.0,0.0,0.0,5.0,5.0,5.0
2020-01-03,0.0,0.0,0.0,5.0,5.0,5.0
2020-01-04,0.0,0.0,0.0,5.0,5.0,5.0
2020-01-05,0.0,0.0,0.0,5.0,5.0,5.0
2020-01-11,0.0,2.0,0.0,5.0,8.0,5.0
2020-01-19,0.0,1.0,0.0,5.0,7.0,5.0
2020-01-22,0.0,0.0,0.0,5.0,5.0,5.0
2020-01-25,0.0,0.0,0.0,5.0,5.0,5.0
2020-01-29,0.0,0.0,0.0,5.0,5.0,5.0
2020-01-30,0.0,1.0,0.0,5.0,7.0,5.0
2020-02-01,0.0,0.0,0.0,5.0,5.0,5.0
2020-02-02,0.0,0.0,0.0,5.0,5.0,5.0
2020-02-05,0.0,0.0,0.0,5.0,5.0,5.0
2020-02-08,0.0,0.0,0.0,5.0,5.0,5.0
2020-02-09,0.0,0.0,0.0,5.0,5.0,5.0
2020-02-16,0.0,0.0,0.0,5.0,5.0,5.0
2020-02-18,0.0,0.0,0.0,5.0,5.0,5.0
2020-02-23,0.0,0.0,0.0,5.0,5.0,5.0
2020-02-29,0.0,0.0,0.0,5.0,5.0,5.0
2020-03-01,0.0,0.0,0.0,5.0,5.0,5.0
2020-03-08,0.0,0.0,0.0,5.0,5.0,5.0
2020-03-12,0.0,1.0,0.0,5.0,7.0,5.0
2020-03-13,0.0,1.0,0.0,5.0,7.0,5.0
2020-03-14,0.0,0.0,0.0,5.0,5.0,5.0
2020-03-15,0.0,0.0,0.0,5.0,5.0,5.0
2020-03-22,-2.0,0.0,0.0,2.5,5.0,5.0
2020-03-29,0.0,0.0,0.0,5.0,5.0,5.0
2020-04-05,0.0,0.0,0.0,5.0,5.0,5.0
2020-04-08,0.0,0.0,1.0,5.0,5.0,8.0
2020-04-09,-1.0,1.0,0.0,3.25,7.0,5.0
2020-04-10,0.0,2.0,0.0,5.0,8.0,5.0
2020-04-11,0.0,0.0,0.0,5.0,5.0,5.0
2020-04-15,0.0,0.0,0.0,5.0,5.0,5.0
2020-04-17,0.0,0.0,0.0,5.0,5.0,5.0
2020-04-19,0.0,0.0,0.0,5.0,5.0,5.0
2020-04-21,0.0,0.0,0.0,5.0,5.0,5.0
2020-04-26,0.0,0.0,0.0,5.0,5.0,5.0
2020-04-30,0.0,0.0,0.0,5.0,5.0,5.0
2020-05-03,0.0,0.0,0.0,5.0,5.0,5.0
2020-05-14,-2.0,0.0,1.0,2.5,5.0,8.0
2020-05-15,0.0,0.0,0.0,5.0,5.0,5.0
2020-05-17,0.0,0.0,0.0,5.0,5.0,5.0
2020-05-19,0.0,0.0,0.0,5.0,5.0,5.0
2020-05-20,-2.0,0.0,0.0,2.5,5.0,5.0
2020-05-22,0.0,0.0,0.0,5.0,5.0,5.0
2020-05-24,0.0,1.0,0.0,5.0,7.0,5.0
2020-05-26,0.0,0.0,0.0,5.0,5.0,5.0
2020-05-28,0.0,1.0,0.0,5.0,7.0,5.0
2020-05-31,-1.0,1.0,0.0,3.25,7.0,5.0
2020-06-07,0.0,0.0,0.0,5.0,5.0,5.0
2020-06-14,0.0,0.0,0.0,5.0,5.0,5.0
2020-06-16,0.0,1.0,0.0,5.0,7.0,5.0
2020-06-17,0.0,0.0,0.0,5.0,5.0,5.0
2020-06-21,0.0,0.0,0.0,5.0,5.0,5.0
2020-06-24,0.0,0.0,0.0,5.0,5.0,5.0
2020-06-25,-1.0,0.0,0.0,3.25,5.0,5.0
2020-06-27,0.0,0.0,0.0,5.0,5.0,5.0
2020-07-05,-1.0,0.0,0.0,3.25,5.0,5.0
2020-07-06,0.0,1.0,0.0,5.0,7.0,5.0
2020-07-09,0.0,0.0,0.0,5.0,5.0,5.0
2020-07-12,0.0,0.0,0.0,5.0,5.0,5.0
2020-07-16,-1.0,0.0,0.0,3.25,5.0,5.0
2020-07-17,0.0,0.0,0.0,5.0,5.0,5.0
2020-07-18,0.0,0.0,0.0,5.0,5.0,5.0
2020-07-23,0.0,0.0,1.0,5.0,5.0,8.0
2020-07-26,0.0,0.0,0.0,5.0,5.0,5.0
2020-08-02,0.0,0.0,0.0,5.0,5.0,5.0
2020-08-05,-1.0,2.0,0.0,3.25,8.0,5.0
2020-08-09,0.0,0.0,0.0,5.0,5.0,5.0
2020-08-11,0.0,0.0,1.0,5.0,5.0,8.0
2020-08-15,0.0,0.0,0.0,5.0,5.0,5.0
2020-08-16,-1.0,1.0,0.0,3.25,7.0,5.0
2020-08-19,-1.0,0.0,1.0,3.25,5.0,8.0
2020-08-20,0.0,1.0,0.0,5.0,7.0,5.0
2020-08-23,0.0,0.0,0.0,5.0,5.0,5.0
2020-08-27,0.0,0.0,0.0,5.0,5.0,5.0
2020-08-30,0.0,0.0,0.0,5.0,5.0,5.0
2020-09-06,0.0,0.0,0.0,5.0,5.0,5.0
2020-09-13,0.0,0.0,0.0,5.0,5.0,5.0
2020-09-16,0.0,0.0,0.0,5.0,5.0,5.0
2020-09-20,0.0,0.0,0.0,5.0,5.0,5.0
2020-09-23,0.0,0.0,0.0,5.0,5.0,5.0
2020-09-28,0.0,1.0,0.0,5.0,7.0,5.0
2020-09-29,-1.0,0.0,0.0,3.25,5.0,5.0
2020-10-01,0.0,0.0,1.0,5.0,5.0,8.0
2020-10-03,0.0,0.0,0.0,5.0,5.0,5.0
2020-10-04,0.0,0.0,0.0,5.0,5.0,5.0
2020-10-06,0.0,0.0,0.0,5.0,5.0,5.0
2020-10-07,0.0,0.0,0.0,5.0,5.0,5.0
2020-10-11,0.0,0.0,0.0,5.0,5.0,5.0
2020-10-12,0.0,0.0,0.0,5.0,5.0,5.0
2020-10-13,0.0,0.0,0.0,5.0,5.0,5.0
2020-10-20,-1.0,0.0,0.0,3.25,5.0,5.0
2020-10-21,0.0,2.0,0.0,5.0,8.0,5.0
2020-10-24,0.0,0.0,0.0,5.0,5.0,5.0
2020-10-25,0.0,0.0,0.0,5.0,5.0,5.0
2020-10-28,0.0,0.0,0.0,5.0,5.0,5.0
2020-10-29,0.0,0.0,0.0,5.0,5.0,5.0
2020-11-01,0.0,0.0,0.0,5.0,5.0,5.0
2020-11-02,-2.0,1.0,0.0,2.5,7.0,5.0
2020-11-03,0.0,0.0,0.0,5.0,5.0,5.0
2020-11-06,0.0,0.0,1.0,5.0,5.0,8.0
2020-11-07,0.0,0.0,0.0,5.0,5.0,5.0
2020-11-08,0.0,0.0,0.0,5.0,5.0,5.0
2020-11-11,0.0,0.0,0.0,5.0,5.0,5.0
2020-11-15,0.0,0.0,0.0,5.0,5.0,5.0
2020-11-16,0.0,0.0,0.0,5.0,5.0,5.0
2020-11-21,0.0,0.0,0.0,5.0,5.0,5.0
2020-11-22,0.0,0.0,0.0,5.0,5.0,5.0
2020-11-23,0.0,0.0,0.0,5.0,5.0,5.0
2020-12-06,0.0,0.0,0.0,5.0,5.0,5.0
2020-12-09,-1.0,0.0,0.0,3.25,5.0,5.0
2020-12-10,-1.0,0.0,0.0,3.25,5.0,5.0
2020-12-13,0.0,0.0,0.0,5.0,5.0,5.0
2020-12-16,0.0,0.0,0.0,5.0,5.0,5.0
2020-12-20,0.0,0.0,0.0,5.0,5.0,5.0
2020-12-22,0.0,1.0,0.0,5.0,7.0,5.0
2020-12-26,0.0,0.0,0.0,5.0,5.0,5.0
2020-12-27,0.0,0.0,0.0,5.0,5.0,5.0
2020-12-30,-1.0,0.0,0.0,3.25,5.0,5.0
2021-01-03,0.0,0.0,0.0,5.0,5.0,5.0
2021-01-08,0.0,0.0,0.0,5.0,5.0,5.0
2021-01-13,0.0,0.0,0.0,5.0,5.0,5.0
2021-01-15,0.0,0.0,0.0,5.0,5.0,5.0
2021-01-17,0.0,1.0,0.0,5.0,7.0,5.0
2021-01-24,0.0,0.0,0.0,5.0,5.0,5.0
2021-02-02,0.0,0.0,0.0,5.0,5.0,5.0
2021-02-03,0.0,0.0,0.0,5.0,5.0,5.0
2021-02-12,0.0,0.0,1.0,5.0,5.0,8.0
2021-02-13,0.0,1.0,0.0,5.0,7.0,5.0
2021-02-14,0.0,0.0,0.0,5.0,5.0,5.0
2021-02-21,0.0,0.0,0.0,5.0,5.0,5.0
2021-02-23,0.0,1.0,0.0,5.0,7.0,5.0
2021-02-28,0.0,0.0,0.0,5.0,5.0,5.0
2021-03-08,0.0,2.0,0.0,5.0,8.0,5.0
2021-03-09,-1.0,0.0,0.0,3.25,5.0,5.0
2021-03-11,0.0,0.0,0.0,5.0,5.0,5.0
2021-03-16,-1.0,0.0,0.0,3.25,5.0,5.0
2021-03-17,0.0,0.0,0.0,5.0,5.0,5.0
2021-03-20,0.0,0.0,0.0,5.0,5.0,5.0
2021-03-21,0.0,0.0,0.0,5.0,5.0,5.0
2021-03-27,0.0,0.0,0.0,5.0,5.0,5.0
2021-03-28,0.0,0.0,0.0,5.0,5.0,5.0
2021-03-30,0.0,0.0,0.0,5.0,5.0,5.0
2021-03-31,0.0,0.0,0.0,5.0,5.0,5.0
2021-04-03,0.0,0.0,0.0,5.0,5.0,5.0
2021-04-04,0.0,1.0,0.0,5.0,7.0,5.0
2021-04-06,0.0,0.0,0.0,5.0,5.0,5.0
2021-04-10,0.0,0.0,0.0,5.0,5.0,5.0
2021-04-17,0.0,0.0,0.0,5.0,5.0,5.0
2021-04-18,0.0,0.0,0.0,5.0,5.0,5.0
2021-04-24,0.0,0.0,0.0,5.0,5.0,5.0
2021-05-02,0.0,0.0,0.0,5.0,5.0,5.0
