Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-03-17,3901.5,3995.0,3901.5,4004.0,-13.0,-0.0407175979174595,-2.014499054312082,-16.42122366175628,2.4001318044847757,9.949843949186118,-1.2756635480615994,-0.0257631051731563,2.44195931335244,-0.6277849789932536,0.1954302532182609,-3.5983159739538446,1.5183302646960222,-0.7862234210814119,-1.7056376443946513,-6.241466265457833,-2.3924390978546186,-19.744202,-4.1974754,-14.997385,-3.9979198,-12.929112,-17.89621,0.27278727,-4.552358,-30.206982,-9.47892,244.81992,140.60846,-90.44194,-694.14825,479.3651,145.81061,138.06642,199.09712,70.44659,146.70259,22.173323,8.903454,-5.090742,-34.96138,30.406715,197.22206,112.159035,104.78785,-29.30539,55.15653
2015-03-18,3929.10009765625,3995.0,3916.89990234375,3991.0,-1.0,-0.0031839268425763,-2.274728859452796,-12.304511138328344,4.109207349995216,8.554347184333457,-0.8423959943265473,-1.4759093519090825,-2.211025283030049,1.4724478994852743,-0.2130381233701671,-6.243181584062775,-0.3391170780199732,-0.6216207495212727,-4.822015197733972,-1.3792105077836538,0.9618267268154006,-4.18215,-4.1974754,-3.9834182,-3.904634,-3.5487573,13.502711,9.978785,-4.552358,-7.8521085,-26.545254,55.072853,1114.0105,156.19536,-871.8154,629.8282,109.89422,81.75332,139.2708,22.622902,94.991325,25.155922,18.358912,-5.376055,-43.519222,30.659853,173.1216,97.22021,107.38131,-70.40429,60.063354
2015-03-19,3813.60009765625,3993.0,3813.60009765625,3990.0,3.0,0.0093272968490514,-2.070618613310588,-11.017784828101505,5.509952030831417,7.454561320303679,-0.9466607438241176,-2.9888775264517387,-6.042333808949244,1.2925411889739358,0.089652357834877,-5.323089421039741,-2.474202005983762,-5.809790426981733,-2.1196900415052373,8.703466066829538,3.4049221471431874,-3.372791,-4.2139583,-4.434152,-3.904634,-3.5487573,-19.67056,7.0542555,-5.1985297,-30.206982,6.0965567,-40.39184,1610.6354,-112.15628,-702.8594,2071.848,98.72076,46.38348,211.07214,-6.1951804,21.77498,27.027853,27.29079,-5.527313,-53.52521,30.657658,181.5314,-45.18495,178.05405,-44.00511,66.39369
2015-03-20,3940.10009765625,3997.0,3908.60009765625,3993.0,-3.0,-0.0094395386883901,-2.436149187788845,-9.186100161615055,7.322029219399382,5.692411899769349,1.378335507684436,-4.354696355068991,-5.991431648098765,-2.58459106704556,1.3757291100677804,-0.1632626716093136,-1.497733987683215,-5.452934251201119,3.2053965124394086,4.74132960077416,-0.0283351131280502,-11.571068,-8.41749,-7.272144,-4.0392385,-3.6256394,-9.848246,47.91689,-10.313019,-9.146635,20.743704,-72.870766,1242.996,58.11077,838.3928,1726.9297,100.81121,5.007995,98.75858,-37.926052,-28.02333,27.454897,36.817738,-5.755113,-64.40867,30.649841,120.81492,-72.77676,133.13649,-76.65525,71.412186
2015-03-23,3883.89990234375,3995.0,3883.89990234375,3990.0,5.0,0.0155829086948653,-2.0707523301256963,-8.371837447983692,7.909715282517603,4.503764210186611,2.3327315823381234,-4.401432552042318,-5.294819015781138,-3.490396800349594,0.517094478334779,0.5550316460515612,-0.0608918314989571,-3.564259486732344,2.643624526613891,-0.1110734840966121,-1.2381852708958756,-5.412112,-8.41749,-7.3231826,-4.0392385,-5.612304,-11.695672,5.214123,-10.313019,-9.146635,20.743704,-20.163515,1659.0563,-219.57666,988.6929,1474.3053,82.55036,11.654739,107.51263,-19.108143,-25.032738,30.491146,46.173374,-5.959406,-84.45002,30.905071,114.87762,-34.901215,124.2433,-64.91772,62.127598
2015-03-24,3897.5,3995.0,3897.5,3995.0,0.0,-5.612091966938283e-05,-2.016077942115883,-7.367849457259672,8.54604983063095,3.3749121836903333,3.141699441297705,-4.774554471741228,-5.030452935597902,-4.583830688785898,0.1207964592292849,1.3448191190110732,0.4943336585576789,-3.058175985187097,3.754699607621092,-2.1593335559569464,-1.9344940089161573,-3.8149636,-10.509699,-10.049064,-4.0392385,-3.6230235,1.7465962,90.71648,-8.35552,-9.146635,28.013126,-19.176432,1825.2845,-238.8846,1329.5162,1432.469,61.45939,-3.1963224,124.77976,-19.349977,-57.5415,30.266886,55.43502,-5.7554684,-93.026146,30.902843,101.6764,-83.57728,129.30986,-87.243805,69.06073
2015-03-25,3990.0,3991.0,3990.0,3995.0,-2.0,-0.0063117327654832,2.019524740097581,-5.613839574168101,10.985652581390845,4.3040476983428135,4.785877314531271,-4.275124143054728,-3.212263294858636,-5.172203199155593,-0.9329918697734632,1.168300905340924,1.2066127259063957,-0.5974194961349071,4.4879723195362144,-6.281337527580479,-2.357419887832396,-66.44658,-106.12418,-65.39553,-12.565627,-135.04123,-261.124,-649.8308,-112.94661,-220.09251,-298.65433,12.914315,2583.0686,-123.6282,1254.2172,1146.2356,-17.401962,-49.047153,38.313988,-111.8643,-143.26302,28.33689,64.859924,-5.726255,-146.63893,30.895258,-12.497409,-220.37201,122.643394,-120.5492,58.19183
2015-03-26,3917.39990234375,3995.0,3912.60009765625,3993.0,-3.0,-0.0094395386883901,-2.0848179851822666,-5.964750219741188,9.230080339255386,1.6798199156859597,3.4994524517156047,-5.022533694263736,-4.416643654363868,-5.529864047763248,-0.8695073299839323,-0.360902207396494,0.9151329967828664,-1.7461906087816963,1.782693773428993,-3.476550505692489,-0.817357350846221,-3.8149636,-10.509699,-10.049064,-4.0392385,-12.814252,36.72642,41.211273,-8.35552,-9.146635,28.013126,-72.89755,2514.6602,-161.59277,1275.6593,1220.3691,54.10596,14.779228,168.7907,11.346671,-34.38812,28.582363,73.58647,-5.994357,-153.24675,31.145699,100.69765,-47.22086,123.27277,-28.839968,65.853775
2015-03-27,3950.60009765625,3993.0,3905.60009765625,3990.0,1.0,0.0030716850032375,-2.5229408857417344,-2.797269787555642,12.302416171937786,-5.77323456353525,1.9664005569722824,-5.958784915558734,-0.5828388654889906,-2.4347068238898304,-2.7880747878937022,2.105699148734824,6.856440702372712,-0.8345214170444112,-3.4387463627653654,-0.7471360104393674,0.7787335959399957,-94.37867,-119.10979,-90.359055,-23.729666,-177.59773,-169.47449,-573.8305,-141.87744,-216.57768,-1191.1985,-233.01105,1953.4397,-347.32993,800.24194,277.7804,-72.264015,15.8690195,-2.465578,-96.19247,-133.37148,27.315115,79.70658,-6.1324034,-145.16583,31.142027,-16.038584,-141.71822,112.64529,-162.44765,55.503784
2015-03-30,3907.10009765625,3993.0,3900.10009765625,3991.0,0.0,-5.612091966938283e-05,-2.063200875716332,-1.9432182965688487,12.24661628871661,-6.554103413382664,2.1324732943573834,-5.846110526176817,-0.7617764255999936,-2.4556350682833856,-2.598530833698927,2.1604427382883995,6.5875387129578655,-1.138244026178315,-2.7489204846972437,-0.6428010926593601,0.7090881916863007,-264.67798,-160.29176,-153.4973,-39.330574,-421.70648,-1655.6338,-2098.45,-1083.3397,-775.4026,-2331.681,-185.27165,2123.564,-488.50992,809.67474,366.78464,-72.575005,12.354142,5.4723535,-80.55667,-127.826866,25.177465,84.70882,-6.390292,-139.47876,31.137518,-41.746586,-141.96927,104.3875,-153.40105,49.179657
2015-03-31,3903.89990234375,3993.0,3903.89990234375,3991.0,-71.10009765625,-0.2224434274881497,-2.0056559595694345,-2.6619010800324,7.394963940247138,-4.720080898995087,-0.8896680565592041,-1.7526203077601887,1.7223106459734403,1.2708219456627363,-2.216033279854737,-1.0450830005008107,3.405725608573132,-0.9448531222335582,-3.504763925083875,0.7931942870886202,0.8797585718989138,-12.152974,-6.456957,-9.408503,-3.904634,-3.5487573,-17.89621,0.27278727,-4.552358,-30.206982,-9.47892,-76.81281,1189.161,-244.4626,-293.3519,60.70734,-72.24294,-38.52594,10.302496,-91.380356,-114.69887,25.379272,79.731834,-6.7234063,-127.90797,31.134354,16.193237,-81.8283,70.460915,-118.75538,20.32373
2015-04-01,3916.300048828125,4003.0,3916.300048828125,3919.89990234375,85.10009765625,0.266120468569508,-2.947571764684608,-3.078865818493666,6.193340272101771,-4.443331528452156,-1.034628312450663,-1.2581232946811047,0.936997472765154,3.7478874469070487,-1.1828097657901129,-0.8244233609631856,3.737833648337391,-1.3587899706655249,-2.5571743212127163,0.1651327791657493,0.5604523006368629,-16.24342,-6.456957,-2.878724,-3.904634,-0.93955636,-237.13602,5.345674,22.119663,-469.85825,18.989004,54.726425,427.72934,-205.21053,-361.95206,-171.91316,-87.61173,-44.17845,33.914093,-104.27795,-124.896416,26.078613,74.799416,-7.1508574,-110.465004,31.120611,8.407879,-99.10695,70.683,-110.07493,29.600164
2015-04-02,3912.39990234375,3995.0,3910.10009765625,4005.0,-111.800048828125,-0.3497449758255634,-1.890932436513648,-2.347212730634734,6.494100749951204,-4.163601746649538,-1.38591897076066,-0.7189044861673346,1.6307925251408897,3.497230928227922,-0.2425709343201287,-0.6310138975392019,2.91177764097098,-1.1235497026484815,-2.286828508214489,0.2920008632712459,0.1171149465102137,-12.121471,-4.1974754,-9.682041,-3.904634,-3.5487573,-41.02629,0.27278727,-4.552358,-30.206982,-9.47892,19.959352,455.64862,-234.52736,-355.47083,-305.01373,-85.58491,-53.261444,5.0357265,-90.856766,-130.08371,26.76751,69.01429,-7.3635097,-92.81225,31.119226,-12.593891,-89.37516,57.045113,-97.49233,3.439168
2015-04-03,3894.699951171875,3894.699951171875,3894.699951171875,3893.199951171875,96.800048828125,0.3027156451426206,-2.9976365387658594,-3.5338672167161214,4.839875106650058,-5.203956603777296,-1.2352521859524594,-0.0172419837935356,0.8504864510843012,4.249509927812566,-1.9027991261503632,-1.4292602801147332,2.3635544028526434,-1.920429147124816,-1.5387064185258832,-0.4400894975305595,0.1356166293758278,-7.839685,-6.456957,-7.900131,-3.904634,-10.157416,51.049114,5.345674,22.119663,37.48212,28.226458,-55.109493,470.9655,-371.68573,-100.509544,-247.69058,-60.980553,-15.753195,122.168625,-93.91749,-77.17953,27.761358,62.508926,-7.8774934,-65.574875,31.11779,62.82606,-63.592266,90.98455,-95.15744,20.927933
2015-04-06,3852.39990234375,3995.0,3851.300048828125,3990.0,0.0,-5.612091966938283e-05,-2.0306415847623334,-2.788935514992599,5.409859301932396,-4.522935613000861,-1.6086184899062692,0.3543228975047385,1.737935779163946,4.18215060028993,-0.526330487242477,-0.959549300067845,1.685002776191208,-2.031114071299871,-1.0375240433984465,-0.1541489249563691,0.7357473158895347,-4.1546574,-3.8130736,-3.6825056,-3.756969,-3.5511594,9.83246,0.27278727,-4.552358,-7.491569,16.825949,70.343185,472.14175,-328.7342,-439.09213,-68.55297,-70.4723,-39.73172,44.5963,-93.951004,-111.70588,28.849457,56.910583,-8.484411,-36.766098,31.117085,12.730618,-73.269135,69.31549,-80.69761,9.845812
2015-04-07,3869.800048828125,3993.0,3869.800048828125,3990.0,3.0,0.0093272968490514,-2.010444294885944,-2.462630704028209,5.216041359510607,-4.489597426218117,-1.721008696279244,0.649976686240512,1.7901756690000457,4.517078742617301,0.0684183311460133,-1.1359380377763324,1.276548281134229,-2.0245732438050625,-0.5329724116549401,-0.2458061003151466,0.2271128505065621,-4.145174,-3.8130736,-3.5330608,-3.756969,-3.5511594,9.83246,194.90224,-4.552358,-7.491569,16.825949,101.17225,384.64594,-288.977,-413.73846,-190.05623,-69.88233,-40.285583,26.503183,-89.17143,-112.05238,31.66629,51.516514,-9.112026,-23.201122,31.116322,3.7506816,-73.499374,64.033005,-83.426605,3.9836135
2015-04-08,3924.800048828125,3993.0,3913.60009765625,3993.0,-3.0,-0.0094395386883901,-2.1105712016946976,-0.4968815057223438,3.530724172211387,-4.149470646018884,-1.98681435858512,1.6310765626886714,1.3846330896920085,4.692248845462,0.6709745878224194,-0.4629534468202275,-0.30060557275375,-0.2281727596882886,0.1134534065524704,-0.1147550020763071,-0.1668982721841622,-4.1368475,-3.8130736,-3.5330608,-3.756969,-3.5511594,2.9833088,194.90224,-4.552358,-7.491569,-2.3972182,35.815063,-174.73605,29.106579,-279.86942,-685.00836,-52.02363,-40.560608,-18.62754,-73.77344,-105.64739,33.324688,42.1961,-9.871925,-20.875057,31.11619,1.5684979,-53.086487,48.768776,-64.58223,14.6720295
2015-04-09,3944.0,3993.0,3909.60009765625,3990.0,5.0,0.0155829086948653,-2.418383494234459,-0.385987738396398,3.367182374837609,-4.188495666591908,-1.8972166533495536,1.579532363889412,1.170182598628715,4.744340113792756,0.5803184261572765,-0.4056711227678912,-0.174895253616749,-0.394820875554345,0.306872522480893,0.0104597803351525,-0.2311482313000668,-4.0614686,-3.8130736,-3.477272,-3.756969,-3.3423426,2.9833088,194.90224,-4.552358,-7.491569,-2.3972182,20.631937,-203.53732,39.855633,-240.51123,-656.6341,-48.474625,-36.04997,-17.513502,-72.468994,-100.57613,36.086437,32.93675,-10.586313,-16.369408,31.11775,5.7644734,-49.227875,48.829678,-65.49257,15.272372
2015-04-10,3947.60009765625,3993.0,3908.5,3995.0,-2.0,-0.0063117327654832,-2.407137637245353,-0.0959559919144117,3.4976101704959204,-4.336560573955764,-1.8623402373417104,1.64433501988346,1.2235057591805891,4.255867265608379,1.360366775960142,0.116878451255459,-0.5563082497210725,-0.156607034702078,-0.1870498271662006,-0.0836358822125677,-0.3992858649727835,-4.0614686,-3.8130736,-3.477272,-3.756969,-3.3423426,2.9833088,0.27278727,-4.552358,-7.491569,-2.3972182,-6.3862777,-201.15352,49.147007,-101.56374,-881.36084,-47.587425,-38.757168,-29.567719,-72.04286,-103.325226,37.660904,23.500154,-11.425077,-14.305887,31.120375,5.439824,-48.058308,49.275272,-67.32588,15.562201
2015-04-13,3898.39990234375,3995.0,399.0,3993.0,-3.0,-0.0094395386883901,-3.019679456522766,-8.52703936317598,2.804756695864308,-12.44569982675378,-4.384166340969382,18.612264474536204,-12.70668969139312,4.226627574061928,-14.253635059439556,12.327788453741556,-1.8340533729474555,-10.548293132952164,-3.8400819147300886,-1.6083169499523111,-2.4328316917225536,-137.97484,-115.15668,-98.15456,-12.494066,-184.7053,-1044.7466,-564.9517,-453.13486,-1182.4738,-1038.9274,-1525.4598,-93.4866,643.61694,1396.2706,3861.9143,908.77673,850.771,659.00183,922.3491,881.4868,38.04701,16.623701,-12.809805,-10.424651,31.1253,823.9451,299.49597,331.83838,70.97024,121.72146
2015-04-14,3892.0,3991.0,3892.0,3990.0,0.0,-5.612091966938283e-05,-1.9880006621935344,-1.1218152620208042,5.591931299863579,-6.97024142816413,-4.344801721024775,12.873106665440533,-4.234852889836607,-0.9176979247869764,2.559841096180756,-3.1595566085700906,8.167204127191923,3.431241752677146,6.2017065006839065,5.091544707540487,-2.635201500645541,-25.764051,-19.96743,-24.304714,-4.3433433,-82.47412,-252.49663,-72.09968,-3.352486,-7.491569,19.72067,89.86438,275.59476,-417.33255,-1032.8263,-1688.1174,-242.71031,-59.01882,-199.30545,-245.20163,-330.01813,38.73458,13.115642,-14.439965,-18.758514,31.128952,-120.69854,-428.87875,130.64781,-214.48605,6.7829666
2015-04-15,3904.60009765625,3993.0,3904.60009765625,3990.0,3.0,0.0093272968490514,-2.009113912534888,-0.8614554809696492,5.398289847073046,-6.961343567388751,-4.063790175644837,12.02002631482921,-3.451833875719409,-1.3009024194440637,2.0499148623117245,-3.0247484290050983,7.22302897306402,3.2329097220764367,5.390950563155312,4.441139619163549,-2.346612427030612,-79.63772,-19.96743,-32.150948,-4.3433433,-124.85171,-461.7821,-346.36847,-265.6553,-7.491569,-66.1585,50.29579,441.08484,-353.37613,-919.30164,-1580.0756,-220.5809,-71.811966,-169.41905,-222.56786,-308.16055,39.431984,11.910472,-15.936648,-28.941936,31.132711,-107.92038,-377.18692,117.97454,-207.67183,9.527828
2015-04-16,3872.39990234375,3993.0,3872.39990234375,3993.0,-101.300048828125,-0.3169030136350406,-1.9923491893389191,-2.3348097315391643,4.522811578770137,-4.374230300948257,-3.712231319307946,14.725688095247406,-6.644012054873127,-5.241101937214792,4.264487667329891,-4.642681038941005,5.135243511496169,4.277048162034543,7.125960938725841,3.3705182444538297,-2.2485663884718785,-5.545199,-27.926191,-14.508308,-8.152882,-61.12114,-161.94383,-322.77325,-42.939392,-86.43314,-59.259533,34.115677,1246.6998,-310.73383,-647.80133,-1702.5045,-177.46475,-18.330858,-129.09467,-177.89647,-287.42004,40.053303,12.357148,-17.131596,-41.196613,31.134552,-35.133404,-422.6917,162.98563,-201.93425,15.145494
2015-04-17,3915.199951171875,3993.0,3915.199951171875,3891.699951171875,25.699951171875,0.0803283385741403,-3.3050612812116933,-2.829731526108474,3.869948295678404,-4.489566034249484,-3.6024550953099705,14.398379042208887,-6.060169747157294,-5.478487040760413,3.449590577464057,-5.253116807620835,5.1402866091774655,4.431470647980551,6.790673798842181,3.184418829299457,-1.6732824567870277,-89.82673,-71.066925,-65.6082,-8.152882,-179.16058,-258.9687,-323.84927,-1100.0697,-101.27474,-219.35316,43.234344,1146.3062,-105.997314,-609.8789,-1775.7756,-150.78955,-9.861357,-98.13651,-149.78006,-259.81348,40.52939,13.711099,-18.360771,-49.28763,31.137352,20.93877,-383.33694,168.99155,-205.39275,22.413977
2015-04-20,3909.39990234375,3991.0,3909.39990234375,3917.39990234375,67.60009765625,0.2113838649186367,-2.90682954990192,-3.064640420813824,3.512450125938233,-4.02649568607182,-3.536274024728411,13.624350089026612,-5.62269046917453,-5.130956677245402,2.9103853316080506,-4.941660980014308,4.669870701411622,4.158097898661695,5.984279023485609,2.8572905560119763,-1.2398423981060631,-80.66972,-46.219376,-44.401924,-8.152882,-140.26524,-18.229155,-323.64838,-16.26737,-101.27474,-30.79162,5.446712,1149.9967,-119.13621,-637.1294,-1603.9401,-152.73546,-17.383776,-81.81061,-154.87973,-253.99542,40.91891,16.159708,-19.46866,-58.36396,31.13949,7.423736,-348.8414,157.86018,-196.57336,41.74831
